"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
"RIO EXECUTIVE SERVICES LOCADORA DE VEICULOS LTDA-ME";"RIO EXECUTIVE SERVICES";"15.030.421/0001-32";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21321230;"RJ";"Rio de Janeiro";"Vila Valqueire";"RUA LUIS BELTRÃO, 29 SALA 303";"(21) 3172-5169";"";"contato@rioexecutiveservices.com.br";"";"";"29/03/2016";"29/03/2018";"19.049492.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Inglês,Espanhol"")";4
"RIO EXECUTIVE SERVICES LOCADORA DE VEICULOS LTDA-ME";"RIO EXECUTIVE SERVICES";"15.030.421/0001-32";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21321230;"RJ";"Rio de Janeiro";"Vila Valqueire";"RUA LUIS BELTRÃO, 29 SALA 303";"(21) 3172-5169";"";"contato@rioexecutiveservices.com.br";"";"";"29/03/2016";"29/03/2018";"19.049492.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Inglês,Espanhol"")";7
"RIO FREEDOM LOCADORA DE VEÍCULOS LTDA - ME";"FREEDOM";"09.479.977/0001-08";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22631003;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AVENIDA DAS AMERICAS, N° 3665 LOJA 215";"(21) 97608-4848";"";"reservas@riofreedom.com.br";"";"";"29/06/2015";"29/06/2017";"19.071832.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";2
"RIO FREEDOM LOCADORA DE VEÍCULOS LTDA - ME";"FREEDOM";"09.479.977/0001-08";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22631003;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AVENIDA DAS AMERICAS, N° 3665 LOJA 215";"(21) 97608-4848";"";"reservas@riofreedom.com.br";"";"";"29/06/2015";"29/06/2017";"19.071832.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";23
"RIO ILHA TRANSFER TRANSPORTES LTDA";"RIO ILHA TRANSFER TRANSPORTES LTDA";"15.346.873/0001-28";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21920000;"RJ";"Rio de Janeiro";"Moneró";"ESTRADA DO DENDÊ, 28/306";"(21) 3596-9774";"(21) 3596-8401";"comercial@rioilhatransfer.com.br";"";"";"28/07/2016";"28/07/2018";"19.064396.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Francês,Inglês,Italiano,Espanhol"")";4
"RIO MARAVILHA AG.DE VIAG.E TUR.E LOC.VEIC.LTDA-ME";"RIO MARAVILHA LOCACAO E TURISMO";"17.820.467/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";20251540;"RJ";"Rio de Janeiro";"Santa Teresa";"RUA PARAISO, 67";"(21) 8178-1414";"";"ascconsultoria@hotmail.com";"";"";"11/08/2015";"11/08/2017";"19.054657.85.0001-8";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"RIO VAN SERVICE LTDA - ME";"HD LOCADORA";"17.586.164/0001-45";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";25655011;"RJ";"Petrópolis";"Valparaíso";"RUA ROCHA CARDOSO 72";"(24) 98119-7368";"(24) 2247-7405";"riovanservice@hotmail.com";"";"";"11/08/2014";"11/08/2016";"19.065436.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";5
"RIO VAN SERVICE LTDA - ME";"HD LOCADORA";"17.586.164/0001-45";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";25655011;"RJ";"Petrópolis";"Valparaíso";"RUA ROCHA CARDOSO 72";"(24) 98119-7368";"(24) 2247-7405";"riovanservice@hotmail.com";"";"";"11/08/2014";"11/08/2016";"19.065436.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";8
"RIO VIP SERVICE CAR 2008 LOCAÇÃO DE VEICULOS LTDA - ME";"RIO VIP SERVICE CAR";"10.281.956/0001-62";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";20261005;"RJ";"Rio de Janeiro";"Rio Comprido";"RUA BARÃO DE ITAPAGIPE, N° 71 - BLC 02; APT 207";"(21) 3322-7498";"(21) 2235-8345";"leokorten@gmail.com";"";"";"13/11/2015";"13/11/2017";"19.054934.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Italiano,Espanhol"")";2
"RJS   DE OLIVEIRA TRANSPORTES - ME";"RV LOCAÇÃO E TURISMO";"15.147.712/0001-05";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";50100170;"PE";"Recife";"Santo Amaro";"RUA MARQUES DO POMBAL,612";"(81) 99897-0732";"";"rvlocacaope@gmail.com";"";"";"25/11/2014";"25/11/2016";"16.061342.85.0001-3";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"RN LOCAÇÕES DE MÁQUINAS E EQUIPAMENTOS LTDA - EPP";"RN LOCAÇÕES";"15.664.264/0001-17";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";49010180;"SE";"Aracaju";"Centro";"RUA ESTÂNCIA, 787 - SALA 08 ANDAR 2";"(79) 3022-2234";"";"rm.locacoes@hotmail.com";"";"";"10/12/2015";"10/12/2017";"25.059293.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";2
"RN LOCAÇÕES DE MÁQUINAS E EQUIPAMENTOS LTDA - EPP";"RN LOCAÇÕES";"15.664.264/0001-17";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";49010180;"SE";"Aracaju";"Centro";"RUA ESTÂNCIA, 787 - SALA 08 ANDAR 2";"(79) 3022-2234";"";"rm.locacoes@hotmail.com";"";"";"10/12/2015";"10/12/2017";"25.059293.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";5
"RN LOCAÇÕES DE MÁQUINAS E EQUIPAMENTOS LTDA - EPP";"RN LOCAÇÕES";"15.664.264/0001-17";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";49010180;"SE";"Aracaju";"Centro";"RUA ESTÂNCIA, 787 - SALA 08 ANDAR 2";"(79) 3022-2234";"";"rm.locacoes@hotmail.com";"";"";"10/12/2015";"10/12/2017";"25.059293.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";12
"RN TRAVEL TRANSPORTES E LOCAÇÕES TLDA - ME";"RN TRAVEL";"10.557.112/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59067350;"RN";"Natal";"Pitimbu";"RUA DO ROUXINOL, 8067";"(84) 8600-2106";"";"tadashikobayashi@hotmail.com";"";"";"02/03/2016";"02/03/2018";"20.062415.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"("""")";1
"RN TRAVEL TRANSPORTES E LOCAÇÕES TLDA - ME";"RN TRAVEL";"10.557.112/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59067350;"RN";"Natal";"Pitimbu";"RUA DO ROUXINOL, 8067";"(84) 8600-2106";"";"tadashikobayashi@hotmail.com";"";"";"02/03/2016";"02/03/2018";"20.062415.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"("""")";2
"RN TRAVEL TRANSPORTES E LOCAÇÕES TLDA - ME";"RN TRAVEL";"10.557.112/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59067350;"RN";"Natal";"Pitimbu";"RUA DO ROUXINOL, 8067";"(84) 8600-2106";"";"tadashikobayashi@hotmail.com";"";"";"02/03/2016";"02/03/2018";"20.062415.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"("""")";4
"ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS - EPP";"ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS";"10.322.551/0001-25";"Sociedade Empresária";"09/06/2010";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22631000;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. DAS AMERICAS, N° 1245 - APT 1812; EDIF TORRE A CENTER 9";"(21) 3884-8490";"(21) 3105-1547";"contato@revendadeonibus.com.br";"";"WWW.REVENDADEONIBUS.COM.BR";"06/10/2015";"06/10/2017";"19.038046.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";1
"ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS - EPP";"ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS";"10.322.551/0001-25";"Sociedade Empresária";"09/06/2010";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22631000;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. DAS AMERICAS, N° 1245 - APT 1812; EDIF TORRE A CENTER 9";"(21) 3884-8490";"(21) 3105-1547";"contato@revendadeonibus.com.br";"";"WWW.REVENDADEONIBUS.COM.BR";"06/10/2015";"06/10/2017";"19.038046.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";4
"ROBERTO GIOVANI PELLIN - ME";"BETO TRANSPORTES";"13.833.463/0001-86";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA NESTOR FERNANDES, 420 - VILA DONÁRIA";"(67) 9218-2538";"(67) 3255-4051";"alternativa_contabilidade@hotmail.com";"";"";"05/02/2016";"05/02/2018";"12.060631.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";1
"ROBERTO PEREIRA DOS SANTOS";"ROBERTO VÉICULOS";"08.741.757/0001-48";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58101550;"PB";"Campina Grande";"Centro";"AVENIDA JOÃO SUASSUNA 380  B ";"(83) 3341-3179";"";"robertopdosantos@msn.com";"";"";"16/09/2015";"16/09/2017";"15.056635.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"ROBERTO PEREIRA DOS SANTOS";"ROBERTO VÉICULOS";"08.741.757/0001-48";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58101550;"PB";"Campina Grande";"Centro";"AVENIDA JOÃO SUASSUNA 380  B ";"(83) 3341-3179";"";"robertopdosantos@msn.com";"";"";"16/09/2015";"16/09/2017";"15.056635.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";8
"ROCA & FRANÇA LTDA - ME";"MATO GROSSO DO SOL";"23.429.141/0001-20";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79032160;"MS";"Campo Grande";"Carandá Bosque";"RUA CIGANA Nº 418";"(67) 3326-0955";"(67) 9893-8888";"ismaelbolik@hotmail.com";"";"";"30/11/2015";"30/11/2017";"12.075373.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";1
"RODEXPRESS TRANSPORTES & SERVIÇOS LTDA ME";"RODEXPRESS";"08.658.862/0001-18";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";55299485;"PE";"Garanhuns";"SEVERIANO MORAES FILHO";"RUA SEBASTIAO PACHECO  N°126";"(87) 99933-0899";"(87) 3761-6971";"adm@macassessoriacontabil.com.br";"";"";"02/02/2016";"02/02/2018";"16.076422.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";1
"RODEXPRESS TRANSPORTES & SERVIÇOS LTDA ME";"RODEXPRESS";"08.658.862/0001-18";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";55299485;"PE";"Garanhuns";"SEVERIANO MORAES FILHO";"RUA SEBASTIAO PACHECO  N°126";"(87) 99933-0899";"(87) 3761-6971";"adm@macassessoriacontabil.com.br";"";"";"02/02/2016";"02/02/2018";"16.076422.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";2
"RODOVIAS TRANSPORTES E SERVIÇOS LTDA-EPP";"RODOVIAS TRANSPORTES E SERVIÇOS";"11.608.125/0001-15";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";45020550;"BA";"Vitória da Conquista";"Exposição";"AV. BRUMADO, 616,S/103, 1ºANDAR, ED. MANOEL ROQUE";"(77) 3424-2654";"";"nalciba@hotmail.com";"";"";"21/03/2016";"21/03/2018";"05.077437.85.0001-7";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(Inglês)";5
"ROFERMAR LOCADORA DE AUTOMOVEIS LTDA - ME";"ROFERMAR LOCADORA DE AUTOMOVEIS";"09.227.127/0001-12";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";20943000;"RJ";"Rio de Janeiro";"Mangueira";"RUA VISCONDE DE NITEROI, N° 516";"(21) 2262-0886";"(21) 3149-3300";"dbarbarana@yahoo.com.br";"";"";"29/07/2015";"29/07/2017";"19.072479.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";2
"ROGÉRIO CEZAR PESSOA E SILVA - ME";"BRUNO & ROGÉRIO PRAIA";"11.931.689/0001-94";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59090100;"RN";"Natal";"Ponta Negra";"AV. ERIVAN FRANÇA, 21  LOJA 10";"(84) 9625-4935";"(84) 3364-1288";"br-tour@bol.com.br";"";"";"10/06/2014";"10/06/2016";"20.042577.85.0001-7";"7911-2/00-VIAGEM TURÍSTICA; VENDA DE (Primário), 7711-0/00-LOCADORA DE CARROS (Secundário)";"("""")";2
"ROMANA TURISMO LTDA";"ROMANA TURISMO";"38.010.351/0001-56";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";72640008;"DF";"Recanto das Emas";"Recanto das Emas";"Q ADE QD. 600 CONJ. 08 LOTE 04";"(61) 3024-3942";"";"contato@romanaturismo.com.br";"";"www.romanaturismo.com.br";"30/01/2015";"30/01/2017";"07.068878.85.0001-6";"4929-9/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7911-2/00-TURISMO; AGÊNCIA DE (Secundário)";"(Inglês)";2
"RONALDO LOCA-VANS LTDA ME";"LOCAVANS LOCAÇÕES";"08.984.983/0001-50";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36061300;"MG";"Juiz de Fora";"Bonsucesso";"RUA ACACIO PAULINO PINTO 270";"(32) 3222-6741";"(32) 3222-6741";"contato.lercontabilidade@gmail.com";"";"";"14/06/2016";"14/06/2018";"11.063692.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Francês,Inglês,Espanhol"")";1
"RONALDO LOCA-VANS LTDA ME";"LOCAVANS LOCAÇÕES";"08.984.983/0001-50";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36061300;"MG";"Juiz de Fora";"Bonsucesso";"RUA ACACIO PAULINO PINTO 270";"(32) 3222-6741";"(32) 3222-6741";"contato.lercontabilidade@gmail.com";"";"";"14/06/2016";"14/06/2018";"11.063692.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Francês,Inglês,Espanhol"")";3
"ROSA MARIA MOREIRA CORREA - ME";"TRANS TOUR";"13.102.345/0001-06";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA FRANCISCO RIBEIRO, 459 - FUNDOS";"(67) 9669-9494";"(67) 9968-2541";"alternativa_contabilidade@hotmail.com";"";"";"29/01/2016";"29/01/2018";"12.039254.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";1
"ROSANE D'AVILA DE BARROS - ME";"ROSANE D'AVILA DE BARROS";"11.722.029/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36900000;"MG";"Manhuaçu";"Manhuaçu";"RUA DESEMB. ALONSO SATARLING 38 D";"(33) 3331-1551";"";"rosaned.b@nossanede.com.br";"";"";"01/10/2015";"01/10/2017";"11.057083.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";10
"ROSANGELA MARIA DE OLIVEIRA DA SILVA - ME";"VIDAKARS";"17.033.212/0001-78";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";4428000;"SP";"São Paulo";"Vila Joaniza";"AVENIDA YERVANT KISSAJIKIAN 2580";"(11) 5625-2515";"(11) 5625-2515";"roseimoveis@hotmail.com";"";"";"19/02/2016";"19/02/2018";"26.076766.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";1
"ROSARIO LOCADORA DE VEÍCULOS LTDA";"CONNECTA";"38.058.061/0001-82";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71200030;"DF";"Guará";"Zona Industrial";"ST SIA TRECHO 03 LOTES 1310/1320 SALA 305";"(61) 3363-9560";"(61) 3363-9560";"marcus@connectalocadora.com.br";"";"";"23/02/2015";"23/02/2017";"07.069214.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";1
"ROSARIO LOCADORA DE VEÍCULOS LTDA";"CONNECTA";"38.058.061/0001-82";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71200030;"DF";"Guará";"Zona Industrial";"ST SIA TRECHO 03 LOTES 1310/1320 SALA 305";"(61) 3363-9560";"(61) 3363-9560";"marcus@connectalocadora.com.br";"";"";"23/02/2015";"23/02/2017";"07.069214.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";34
"ROSARIO LOCADORA DE VEÍCULOS LTDA";"CONNECTA";"38.058.061/0001-82";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";71200030;"DF";"Guará";"Zona Industrial";"ST SIA TRECHO 03 LOTES 1310/1320 SALA 305";"(61) 3363-9560";"(61) 3363-9560";"marcus@connectalocadora.com.br";"";"";"23/02/2015";"23/02/2017";"07.069214.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";207
"ROSEVAN LOCAÇÃO DE VEÍCULOS LTDA - ME";"ROSEVAN LOCAÇÃO DE VEÍCULOS LTDA - ME";"03.164.468/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";31130390;"MG";"Belo Horizonte";"Renascença";"RUA MILÃO 47";"(31) 3444-0162";"(31) 3444-0162";"rosevans@rosevans.com.br";"";"";"11/08/2015";"11/08/2017";"11.072728.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";1
"ROTA SUL LOCADORA DE VEICULOS LTDA - ME";"ROTA SUL LOCADORA DE VEICULOS LTDA - ME";"07.641.606/0001-55";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";18960000;"SP";"Bernardino de Campos";"Bernardino de Campos";"RUA ARTHUR MIHICH Nº 185";"(14) 3346-1472";"";"beneti_jr@hotmail.com";"";"";"22/12/2015";"22/12/2017";"26.075840.85.0001-9";"7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Nenhuma das Opções"")";5
"ROVEMA LOCADORA DE VEICULOS LTDA";"HERTZ ALUGUEL DE CARROS";"07.451.844/0001-06";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";76820116;"RO";"Porto Velho";"NOVA PORTO VELHO";"AV. JORGE TEXEIRA , Nº 786";"(69) 3211-0575";"";"montoia@gruporovema.com.br";"haline@gruporovema.com.br";"www.gruporovema.com.br/www.hertz.com.br";"17/11/2015";"17/11/2017";"21.051177.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";1
"ROVEMA LOCADORA DE VEICULOS LTDA";"HERTZ ALUGUEL DE CARROS";"07.451.844/0001-06";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";76820116;"RO";"Porto Velho";"NOVA PORTO VELHO";"AV. JORGE TEXEIRA , Nº 786";"(69) 3211-0575";"";"montoia@gruporovema.com.br";"haline@gruporovema.com.br";"www.gruporovema.com.br/www.hertz.com.br";"17/11/2015";"17/11/2017";"21.051177.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";50
"ROVEMA LOCADORA DE VEICULOS LTDA";"HERTZ LOCADORA DE VEICULOS";"07.451.844/0002-89";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69914220;"AC";"Rio Branco";"Distrito Industrial";"BR.364,KM.18-S/Nº AEROPORTO";"(68) 3211-1022";"(68) 3211-1039";"hertzriobranco@gruporovema.com.br";"";"";"07/01/2015";"07/01/2017";"01.051176.85.0002-4";"7711-0/00-LOCADORA DE AUTOS (Primário)";"(Espanhol)";42
"RPS LOCADORA DE VEÍCULOS LTDA - ME";"SEABRA'S RENT A CAR";"70.308.085/0001-55";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59082100;"RN";"Natal";"Capim Macio";"AV. ENGº ROBERTO FREIRE, Nº 1166 - LOJA 08";"(84) 3642-3350";"(84) 3642-3350";"igorseabra@uol.com.br";"";"www.seabralocadora.com.br";"17/02/2016";"17/02/2018";"20.076667.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";30
"RQ LOCADORA DE VEICULOS LTDA";"RQ LOCADORA";"07.873.538/0001-50";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";31170100;"MG";"Belo Horizonte";"Cidade Nova";"RUA LUTHER KING, 113/101";"(31) 3484-3400";"(31) 3484-3400";"romero.queiroz@bol.com.br";"";"";"04/02/2016";"04/02/2018";"11.076485.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";5
"RS4 VEICULOS LTDA - ME";"RS4 - RENTAL CAR";"15.539.013/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";91020001;"RS";"Porto Alegre";"Navegantes";"AV SERTORIO 1495";"(51) 3374-4474";"(51) 3374-1549";"bruna@rs4rentacar.com.br";"";"www.rs4rentacar.com.br";"28/05/2014";"28/05/2016";"23.063683.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";35
"RUMO CERTO LOCADORA DE VEICULOS LTDA - ME";"RUMO CERTO";"17.091.672/0001-52";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";3711000;"SP";"São Paulo";"Cangaíba";"AV CANGAIBA, N°: 1723";"(11) 2641-7269";"";"rumocertolocadora@terra.com.br";"";"";"29/04/2015";"29/04/2017";"26.070523.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Italiano,Espanhol"")";2
"RUY BARBOSA DE MIRANDA - ME";"LOCADORA VAMOS DE VAN";"20.496.472/0001-94";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79006230;"MS";"Campo Grande";"Vila Taquarussu";"RUA SÃO ROQUE Nº 516";"(67) 9225-5051";"(67) 3321-9504";"ruy_bm@hotmail.com";"";"";"04/08/2016";"04/08/2018";"12.064561.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";3
