"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"PIZZARIA LISBOA LTDA-ME";"CIA PAULISTA DE PIZZA";"04.869.987/0001-36";"Sociedade Empresária";"20/05/2002";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";68742005;"PA";"Castanhal";"Nova Olinda";"AV. PRESIDENTE GETÚLIO VARGAS, 2535";"(91) 3711-7111";"";"ciapaulistacastanhal@yahoo.com.br";"";"";"19/06/2015";"19/06/2017";"14.071591.15.0001-1";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"PIZZARIA PIZZAIEL LTDA";"PIZZARIA PIZZAIEL";"07.929.726/0001-52";"Sociedade Empresária";"14/04/2006";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76380000;"GO";"Goianésia";"Goianésia";"AV MINAS GERAIS N16";"(62) 3353-2272";"";"dicarlosrodrigues@hotmail.com";"";"";"28/11/2014";"28/11/2016";"09.036793.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIZZAS E GRELHADOS LTDA-ME";"PIZZA-LA";"02.912.779/0001-47";"Sociedade Simples";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74150040;"GO";"Goiânia";"Setor Marista";"AVENIDA D QD G 11 LT 20 N.465";"(62) 3291-3547";"";"giselledaianeso@gmail.com";"";"";"20/10/2015";"20/10/2017";"09.074436.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";160;"(""Nenhuma das Opções"")"
"PIZZERIA PIRANDELLO LTDA - EPP";"PIZZERIA E RESTAURANTE PIRANDELLO";"93.562.569/0001-21";"Sociedade Empresária";"23/08/1990";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"R HERNY HUGO DREHER  370";"(54) 3452-4786";"(54) 3452-6820";"pizzeriapirandello@terra.com.br";"contato@pirandello.com.br";"www.pirandello.com.br";"23/10/2014";"23/10/2016";"23.035363.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Inglês,Espanhol"")"
"PJ COMÉRCIO DE ALIMENTOS LTDA";"JULIETTO";"13.231.820/0001-36";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";50060004;"PE";"Recife";"Boa Vista";"AVENIDA CONDE DA BOA VISTA N° 610 , 3° ANDAR , PAVIMENTO 04 , LOJA 304 C";"(81) 3302-5996";"";"julietto@julietto.com.br";"";"";"15/01/2015";"15/01/2017";"16.068592.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Nenhuma das Opções"")"
"PLANET DUNAS RESTAURANTE E PIZZARIA LTDA - ME";"PLANET DUNAS RESTAURANTE E PIZZARIA";"03.497.178/0001-88";"Sociedade Empresária";"30/11/1999";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";61700000;"CE";"Aquiraz";"Aquiraz";"AV. CAMINHO DO SOL 3487 - PORTO DAS DUNAS";"(85) 3361-7072";"";"planetdunas@gmail.com";"reservas@planetdunas.com";"www.planetdunas.com";"10/05/2016";"10/05/2018";"06.002663.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Inglês,Italiano"")"
"PLAZA PAES PANIFICADORA LTDA ME";"PLAZA PAES PANIFICADORA";"07.350.187/0001-00";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";68537000;"PA";"Canaã dos Carajás";"Canaã dos Carajás";"AVENIDA WEYNE CAVALCANTE 810";"(94) 99214-1740";"";"plazapaes.panificadora@gmail.com";"";"";"22/01/2016";"22/01/2018";"14.076302.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";52;"(""Nenhuma das Opções"")"
"POCONÉ SKALA HOTEL LTDA - ME";"SKALA HOTEL";"09.022.887/0001-93";"Sociedade Empresária";"29/08/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78175000;"MT";"Poconé";"Poconé";"RUA CAMPPOS SALES, 64, CENTRO";"(65) 3345-1407";"(65) 3345-1407";"skalahotel@msn.com";"";"www.skalahotel.com.br";"30/06/2014";"30/06/2016";"13.034142.15.0001-2";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";20;"(""Nenhuma das Opções"")"
"PONTA DA BARCA EMPREENDIMENTOS TURISTICOS E SERVICOS DE BAR E RESTAURANTE LTDA ME";"PONTA DA BARCA";"01.626.539/0001-13";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";23968000;"RJ";"Ilha Grande";"Ilha Grande";"PRAIA VERMELHA - S/N - QUINTO DISTRITO";"(24) 99815-3825";"";"jmrferreira@gmail.com";"";"";"22/10/2015";"22/10/2017";"19.074498.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL (Secundário)";30;"(""Nenhuma das Opções"")"
"PONTO 14 RESTAURANTE LTDA";"PONTO 14";"37.636.248/0001-53";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74265040;"GO";"Goiânia";"Jardim América";"AV.C4 N 779 ";"(62) 3285-6362";"(62) 3285-6362";"emerson@uniccacontabilgyn.com.br";"";"";"16/11/2015";"16/11/2017";"09.046785.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Nenhuma das Opções"")"
"PONTO FIESTA ALIMENTAÇÃO E EVENTOS LTDA - ME";"FIESTA PIZZARIA E PRODUÇOES";"15.143.330/0001-03";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72140260;"DF";"Taguatinga";"Taguatinga Norte";"QNJ 26 LOTE 12 LOJA 1";"(61) 3475-7000";"";"daniel2614@gmail.com";"";"";"26/05/2015";"26/05/2017";"07.071080.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-PIZZARIA COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";100;"(""Nenhuma das Opções"")"
"PONTO GRILL SELF SERVICE E CHURRASCARIA LTDA-ME";"PONTO GRILL SELF SERVICE E CHURRASCARIA LTDA-ME";"14.484.872/0001-87";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29162710;"ES";"Serra";"PLANALTO DE CARAPINA";"RUA  GRAÇA  ARANHA, 28";"(27) 3067-8989";"";"sc_contabil@yahoo.com.br";"";"";"05/11/2015";"05/11/2017";"08.074772.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário), 5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Secundário)";190;"(""Nenhuma das Opções"")"
"PONTO PEREIRA RESTAURANTE LTDA - ME";"PONTO PEREIRA RESTAURANTE";"08.805.802/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74075030;"GO";"Goiânia";"Setor Aeroporto";"AV. L Nº 186 QD. 10A LT. 01 SETOR AEROPORTO";"(62) 3212-1200";"(62) 3212-1202";"iraciluizaluis@hotmail.com";"";"";"16/11/2015";"16/11/2017";"09.075006.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";150;"(""Nenhuma das Opções"")"
"POPULAR LANCHONETE LTDA EPP";"SKY'S LANCHES";"00.052.076/0001-60";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70345520;"DF";"Brasília";"Asa Sul";"SHC/SUL COMERCIO LOCAL 106 BLOCO B LOJA 17";"(61) 9972-7738";"";"skys@skys.com.br";"";"";"16/09/2014";"16/09/2016";"07.066233.15.0001-5";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";30;"(Espanhol)"
"PORTO ALEGRE RESTAURANTE - EIRELI - EPP";"RESTAURANTE TORO";"19.115.233/0001-68";"Empresa Individual (EIRELI)";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70343530;"DF";"Brasília";"Asa Sul";"SCLS 104 BLOCO C LOJA 29";"(61) 3226-1690";"";"fabiogregol@gmail.com";"";"www.toroparrillasul.com.br";"17/06/2015";"17/06/2017";"07.071542.15.0001-1";"5611-2/01-ALIMENTAÇÃO COM SERVIÇO COMPLETO; SERVIÇOS DE (Primário)";210;"(Inglês)"
"PORTO DOS AMIGOS RESTAURANTES LTDA - ME";"PORTO DOS AMIGOS";"12.890.434/0001-93";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88210000;"SC";"Porto Belo";"Porto Belo";"AVENIDA GOVERNADOR CELSO RAMOS, 2038, SL 11";"(47) 9704-4256";"";"havanasledeck@gmail.com";"";"";"08/09/2015";"08/09/2017";"24.073313.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";32;"(""Francês,Inglês,Espanhol"")"
"POUSADA  CERRADO  LTDA";"POUSADA CERRADO";"07.545.472/0001-79";"Sociedade Empresária";"05/12/2005";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";74810030;"GO";"Goiânia";"Jardim Goiás";"AV. E N- 1073 Q-B-24 L-13";"(62) 3281-0709";"";"jaquelinethome@hotmail.com";"";"";"18/11/2015";"18/11/2017";"09.035819.15.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";50;"(""Nenhuma das Opções"")"
"POUSADA CACHOEIRA DO ROSARIO LTDA";"POUSADA CACHOEIRA DO ROSARIO";"21.146.005/0001-05";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72980000;"GO";"Pirenópolis";"Pirenópolis";"ROD GO 338 KM 25 A DIR 8 KM";"(62) 8417-6565";"";"pousadacachoeiradorosario@hotmail.com";"";"";"16/07/2015";"16/07/2017";"09.072172.15.0001-7";"5510-8/01-HOTEL (Primário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";150;"(""Nenhuma das Opções"")"
"POUSADA CAFÉ ZAPATA LTDA - ME";"POUSADA CAFÉ ZAPATA";"12.103.392/0001-01";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62540000;"CE";"Amontada";"Amontada";"RUA JOAQUIM ALVES PARENTE, Nº 94";"(88) 8120-3084";"";"impactocontabil2010@gmail.com";"";"";"06/01/2016";"06/01/2018";"06.075995.15.0001-3";"5510-8/01-HOTEL (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";50;"(""Francês,Inglês,Italiano,Espanhol"")"
"POUSADA CASARÃO DO JABRE LTDA -ME";"CASARÃO DO JABRE, POUSADA, RESTAURANTE E MUSEU";"08.694.048/0001-59";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58737000;"PB";"Maturéia";"Maturéia";"FAZENDA AMPARO ZONA RURAL";"(83) 9969-0901";"";"dantasdr@yahoo.com.br";"";"www.casaraodojabre.com.br";"02/10/2015";"02/10/2017";"15.057556.15.0001-4";"5510-8/01-HOTEL (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";100;"(Espanhol)"
"POUSADA E RESTAURANTE PASSARGADA LTDA ME";"PASSARGADA AGRO ECOLÓGICA";"11.318.394/0001-47";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29650000;"ES";"Santa Teresa";"Santa Teresa";"CABECEIRA DO RIO BONITO, S/N";"(27) 3259-3433";"";"ivanp.rezende@hotmail.com";"";"www.pousadapassargada.com";"18/11/2015";"18/11/2017";"08.053119.15.0001-5";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário), 5510-8/01-HOTEL (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";150;"("""")"
"POUSADA E RESTAURANTE RECANTO DAS TULIPAS LTDA";"RESTAURANTE RECANTO DAS TULIPAS";"09.151.657/0001-24";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58322000;"PB";"Conde";"Conde";"RUA PROJETADA S/N, TABATINGA";"(83) 3290-1108";"";"nevesandre_656@hotmail.com";"siesedemeer@gmail.com";"www.tulipaspousadaerestaurante.com";"30/09/2015";"30/09/2017";"15.057044.15.0001-6";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";100;"(""Francês,Inglês,Espanhol,Alemão"")"
"POUSADA GOYAZES LTDA-ME";"POUSADA GOYAZES";"17.645.088/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76600000;"GO";"Goiás";"Goiás";"R DAVINOPOLIS 14 SETOR RIO BACALHAU ";"(62) 9631-1940";"";"gonzagavitaleconsultoria@gmail.com";"";"";"09/05/2016";"09/05/2018";"09.078435.15.0001-7";"5510-8/01-HOTEL (Primário), 5590-6/02-CAMPING; SERVIÇO DE ALOJAMENTO (Secundário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";46;"(""Nenhuma das Opções"")"
"POUSADA GV LTDA-ME";"POUSADA SÍTIO PRESERVAÇÃO";"10.330.458/0001-62";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29650000;"ES";"Santa Teresa";"Santa Teresa";"ROD: BERNADINO MONTEIRO KM 01, PENHA.";"(27) 99227-3497";"";"sitiopreservevacao@hotmail.com";"";"";"12/12/2014";"12/12/2016";"08.068098.15.0001-0";"5510-8/01-HOTEL (Primário), 5590-6/99-DORMITÓRIO; SERVIÇO DE ALOJAMENTO (Secundário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";37;"(""Nenhuma das Opções"")"
"POUSADA HORIZONTE AZUL TURISMO E LAZER LTDA - ME";"POUSADA HORIZONTE AZUL";"10.828.078/0001-52";"Sociedade Empresária";"15/04/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62595000;"CE";"Cruz";"Cruz";"AV. CENTRAL, 271 - VILA PREÁ";"(88) 3660-3165";"";"contato@pousadahorizonteazul.com.br";"marcoborges2004@yahoo.com.br";"www.pousadahorizonteazul.com.br";"31/07/2014";"31/07/2016";"06.031596.15.0001-6";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";150;"(""Francês,Inglês,Espanhol,Alemão,Italiano"")"
"POUSADA LOUNGE ALOHAI LTDA-ME";"ALOHAI POUSADA LOUNGE";"21.569.599/0001-59";"Sociedade Simples";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";58037030;"PB";"João Pessoa";"Bessa";"AV GOV ARGEMIRO DE FIGUEREIDO, Nº 2555 JARDIM OCEANIA ";"(83) 4141-2952";"";"alohaipousada@gmail.com";"";"";"10/03/2015";"10/03/2017";"15.069538.15.0001-9";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";120;"(Inglês)"
"POUSADA MARINA TORRANO LTDA- ME";"POUSADA MARINA TORRANO";"11.180.432/0001-48";"Sociedade Empresária";"28/09/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75380000;"GO";"Trindade";"Trindade";"RUA ELISA FERREIRA S. M. BITTENCOURT N. 81 ";"(62) 3505-6527";"";"francsantos2006@uol.com.br";"";"WWW.POUSADAMARINATORRANO.COM.BR";"14/07/2015";"14/07/2017";"09.055303.15.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";25;"("""")"
"POUSADA PARAISO SEM FRONTEIRAS LTDA-ME";"POUSADA PARAISO SEM FRONTEIRAS";"10.869.331/0001-16";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58326000;"PB";"Caaporã";"Caaporã";"RUA CLEMENTE FERREIRA ,1155";"(83) 3286-1309";"(83) 3286-1309";"barrosfenelon@ig.com.br";"";"pousadaparaisocaapora.com.br";"30/09/2015";"30/09/2017";"15.055836.15.0001-9";"5510-8/01-HOTEL (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";60;"(""Inglês,Espanhol"")"
"POUSADA PIRAMIDE LTDA - ME";"POUSADA PIRAMIDE";"02.327.153/0001-73";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";73740000;"GO";"Colinas do Sul";"Colinas do Sul";"ROD GO 132 COLINAS DO SUL A VILA BORBA 12 KM SN KM 13 A ESQUERDA ZONA RURAL";"(62) 3354-1089";"(62) 3354-1795";"cont.fleury@hotmail.com";"";"";"18/02/2016";"18/02/2018";"09.076709.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5590-6/02-CAMPING; SERVIÇO DE ALOJAMENTO (Secundário), 5510-8/01-HOTEL (Secundário)";24;"(""Nenhuma das Opções"")"
"POUSADA SERRA DA MESA  LTDA";"POUSADA SERRA DA MESA";"08.032.273/0001-20";"Sociedade Empresária";"30/05/2006";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76420000;"GO";"Niquelândia";"Niquelândia";"FAZENDA VAGEM REDONDO S/N AREA 03 ZONA RURAL";"(32) 3354-1615";"";"sc-contabil@hotmail.com";"";"";"18/02/2016";"18/02/2018";"09.035000.15.0001-1";"5510-8/01-HOTEL (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";38;"(""Nenhuma das Opções"")"
"POUSADA VILA COBÉ LTDA. - ME";"POUSADA VILA COBÉ";"14.022.553/0001-50";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57950000;"AL";"Japaratinga";"Japaratinga";"POVOADO BITINGUI, S/N - ZONA RURAL";"(82) 3297-1400";"";"rubens@vilacobe.com.br";"";"www.vilacobe.com.br";"03/06/2016";"03/06/2018";"02.050756.15.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";40;"(""Inglês,Espanhol"")"
"POUSADINHA RESTAURANTE E POUSADA LTDA - EPP";"POUSADINHA RESTAURANTE E POUSADA LTDA - EPP";"05.402.513/0001-42";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";11680000;"SP";"Ubatuba";"Ubatuba";"R: GUARANY, N°: 536;";"(12) 3833-3377";"";"priscilla@spagueto.com.br";"alfonso@spaguetto.com.br";"www.spaguetto.com.br";"05/08/2014";"05/08/2016";"26.065284.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Inglês,Italiano"")"
"POZZA E ARRUDA LTDA - EPP";"CHURRASCARIA ESPETO DE OURO";"01.085.461/0001-77";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79304020;"MS";"Corumbá";"Vila Mamona";"AVENIDA RIO BRANCO Nº 121";"(67) 3231-1323";"";"espetodeouro@live.com";"";"";"25/08/2015";"25/08/2017";"12.073023.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";250;"(""Nenhuma das Opções"")"
"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"00.386.369/0001-84";"Sociedade Empresária";"01/07/1984";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88058500;"SC";"Florianópolis";"Ingleses do Rio Vermelho";"RUA DAS GAIVOTAS,1114, SL 10";"(48) 3261-3700";"";"administrativo@praiatur.com.br";"";"www.hoteispraiatur.com.br";"05/11/2015";"05/11/2017";"24.030163.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";160;"(""Inglês,Espanhol"")"
"PRALINÊ DOCES E SALGADOS LTDA ME";"PRALINÊ";"04.079.649/0001-09";"Sociedade Simples";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";78902450;"RO";"Porto Velho";"São Cristóvão";"RUA JOAQUIM NABUCO N° 3230";"(69) 3224-7602";"(69) 3224-7602";"praline.net@gmail.com";"";"";"20/10/2015";"20/10/2017";"21.055296.15.0001-8";"5611-2/03-LANCHERIA; SERVIÇO DE ALIMENTAÇÃO (Secundário)";1;"(Inglês)"
"PRIMEIRA PANELINHA RESTAURANTE LTDA - ME";"PANELINHA DO BRASIL";"21.134.505/0001-19";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70770100;"DF";"Brasília";"Asa Norte";"ST STN CONJUNTO 01 LOJA T49";"(61) 8363-7777";"61";"naoinformouemail@naoinformouemail.com";"";"";"03/12/2014";"03/12/2016";"07.067924.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(Espanhol)"
"PRISCILA BRAZ BARROS - ME";"BONNA PIZZA";"10.964.861/0001-43";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79140000;"MS";"Nova Alvorada do Sul";"Nova Alvorada do Sul";"AV. IRINEU DE SOUZA ARAUJO, 887";"(67) 3456-1068";"";"pri_b2@hotmail.com";"";"";"02/09/2015";"02/09/2017";"12.073217.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"PRISMA MOREIRA RESTAURANTES LTDA-ME";"+ AROMAS";"03.038.290/0001-50";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75690000;"GO";"Caldas Novas";"Caldas Novas";"AV ORCALINO SANTOS N 190 QUADRA 17 LOTE 6 SALA 3";"(64) 3453-3775";"";"prismamoreira@gmail.com";"";"";"26/05/2015";"26/05/2017";"09.071079.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";280;"(""Nenhuma das Opções"")"
"PROSPERA RESTAURANTE LTDA - ME";"RESTAURANTE E CHURRASCARIA PARRILA";"10.382.818/0001-70";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78360000;"MT";"Campo Novo do Parecis";"Campo Novo do Parecis";"RUA GOIANIA, 74, CENTRO";"(65) 3382-1845";"";"aniellelops@hotmail.com";"";"";"21/09/2015";"21/09/2017";"13.073633.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";114;"(""Nenhuma das Opções"")"
"PRP MASSAS DELIVERY LTDA";"PRP MASSAS DELIVERY LTDA";"17.543.912/0001-02";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";14021655;"SP";"Ribeirão Preto";"Jardim Botânico";"RUA PASCHOAL BARDARO, 1306";"(16) 3916-5000";"";"mafra@agriamerica.com.br";"";"";"08/05/2015";"08/05/2017";"26.070699.15.0001-5";"5611-2/01-ROTISSERIA; SERVIÇO DE ALIMENTAÇÃO (Primário)";332;"(Inglês)"
"PXS COMERCIO DE ALIMENTOS LTDA ME";"SUBWAY";"11.497.494/0001-88";"Sociedade Empresária";"25/04/2010";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901310;"GO";"Rio Verde";"Setor Central";"RUA GUMERCINDO FERREIRA, 439 - SALA 1";"(64) 8133-1144";"(64) 3621-4939";"adriana_damatta@hotmail.com";"";"";"13/08/2014";"13/08/2016";"09.037304.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;"(Espanhol)"
"QUIOSQUE DE CHOPP GOLDEN LTDA - ME";"QUIOSQUE DE CHOPP BRAHMA";"10.534.119/0001-06";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";79806030;"MS";"Dourados";"Jardim Caramuru";"RUA TOSHINOBU KATAYAMA, 800";"(67) 3423-0482";"(67) 3423-0482";"quiosquegolden@gmail.com";"reginakm@checkin.tur.br";"";"27/08/2014";"27/08/2016";"12.065811.15.0001-8";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";200;"(Inglês)"
"QUITANDELA LANCHONETE E SELF-SERVICE LTDA - ME";"QUITANDELA";"07.359.736/0001-08";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70380535;"DF";"Brasília";"Asa Sul";"SHCS CR QUADRA 514 BLOCO C LOJA 27";"(61) 3345-7813";"(61) 9135-6052";"assis.souza@gmail.com";"";"";"04/11/2014";"04/11/2016";"07.067253.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";30;"(""Nenhuma das Opções"")"
"R J BELO - ME";"CUPIM BAR";"10.344.007/0001-84";"Sociedade Empresária";"16/09/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78043116;"MT";"Cuiabá";"Jardim Cuiabá";"RUA MIOSOTIS, QUADRA 71, LOTE 01/02/03";"(65) 3027-4271";"";"luciano@grupobelo.com.br";"rafael@grupobelo.com.br";"";"23/09/2015";"23/09/2017";"13.036044.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";400;"(""Nenhuma das Opções"")"
