"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
ROVEMA LOCADORA DE VEICULOS LTDA;HERTZ ALUGUEL DE CARROS;"07.451.844/0001-06";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;76.820.116;RO;Porto Velho;NOVA PORTO VELHO;AV. JORGE TEXEIRA , Nº 786;(69) 3211-0575;;montoia@gruporovema.com.br;haline@gruporovema.com.br;www.gruporovema.com.br/www.hertz.com.br;"21.051177.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
SANTANA E PANIAGO LTDA - ME;DUVIM TRANSPORTES;"00.603.781/0001-09";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.440.000;MS;Jaraguari;Jaraguari;RUA AMÉRICO FERREIRA DE SOUZA Nº 81 - CENTRO;(67) 9982-6607;(67) 9906-6607;adaorsantana@hotmail.com;;;"12.074959.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
MULT LOCAÇÕES E TURISMO LTDA - ME;ALENCARINA TRANSPORTE E TURISMO;"04.327.582/0001-76";Sociedade Empresária;"06/03/2001";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;60.822.485;CE;Fortaleza;Cidade dos Funcionários;RUA BOTELHO MAGALHÃES, 90 - SALA 6;(85) 99676-0666;(85) 3246-0666;contato@alencarina.com.br;;;"06.031996.85.0001-5";"4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;1
ANTUNES E SOUZA LTDA - ME;LOCFACIL LOCADORA DE VEÍCULOS;"09.633.114/0001-43";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;47.802.200;BA;Barreiras;Sandra Regina;RUA FOLK ROCHA, 167 - ;(77) 3613-3500;;gerdeantunes@hotmail.com;;www.locadoralocfacil.com.br;"05.077463.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
LOCADORA KARIRI LTDA - ME;LOKARI;"09.146.196/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.072.660;SE;Aracaju;Dezoito do Forte;AV. SÃO PAULO Nº 200;(79) 3022-1043;;luciana.1020@gmail.com;;;"25.068660.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
ECONOMY LOCAÇÕES DE VEÍCULOS E SERVIÇOS LTDA - EPP;ECONOMY RENT CAR;"14.401.399/0001-27";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.047.040;SE;Aracaju;Ponto Novo;AV. AUGUSTO FRANCO, 3286 - A;(79) 3022-6987;;economy_ls@hotmail.com;;;"25.059341.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA EPP;COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA EPP;"08.836.842/0001-90";Sociedade Simples;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;5.522.020;SP;São Paulo;Ferreira;RUA ENGENHEIRO JOSE VALTER SENG, N °: 140;(11) 3569-7988;(11) 3746-7668;san.2@ig.com.br;santiago@coutinhotransporte.com.br;www.coutinhotransporte.com.br;"26.053369.85.0001-3";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
RIO  VERDE  RENT  A  CAR  LTDA  -  ME;RIO  VERDE  RENT  A  CAR;"17.315.741/0001-64";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;31.270.300;MG;Belo Horizonte;Liberdade;RUA  FREI  MANOEL  DA  CRUZ, Nº 492-LOJA:01 - LIBERDADE;(31) 3261-0119;;rgcaixeta@rioverderentacar.com.br;;;"11.081545.85.0001-4";"7711-0/00-LOCADORA DE AUTOS (Primário)";Espanhol ,Inglês;0
JOSE LUIS S CRUZ EIRELI - ME;J L SILVA CRUZ;"21.489.343/0001-31";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.500.000;MS;Paranaíba;Paranaíba;AV. ENGENHEIRO MARCELO MIRANDA SOARES, 800;(67) 3669-3500;;zeluis51@hotmail.com;;;"12.076669.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
FELIPE DE SA VIEIRA STOLZE-ME;STYLOS;"12.202.864/0001-75";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;45.810.000;BA;Porto Seguro;Porto Seguro;AVENIDA 22 DE ABRIL, Nº100, LOJA 27. SHOPPING AVENIDA;(73) 3012-3443;;felipe_stolze@hotmail.com;;;"05.080372.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
SHALOM RÁDIO TAXI LTDA - EPP;SHALOM;"18.992.233/0001-83";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.301.000;DF;Brasília;Asa Sul;ST SCS QD. 01 BLOCO K SALA 1203;(61) 3224-7474;(61) 3224-3030;adm@taxinamao.com.br;;;"07.068535.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;0
ELF LOCADORA DE VEICULOS LTDA - EPP;ELF LOCADORA DE VEICULOS;"07.447.405/0001-11";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;90.240.510;RS;Porto Alegre;São João;AV CEARA 1683;(51) 3337-3737;;joice@autosul.com.br;;;"23.080366.85.0001-3";"7711-0/00-LOCADORA DE AUTOS (Secundário)";Inglês;0
RIDE LOCAÇÕES E TURISMO LTDA - ME;RIDE;"04.570.219/0001-87";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;58.039.100;PB;João Pessoa;Tambaú;AV. NEGO, 71 - TAMBAÚ;(83) 3035-0303;(83) 3035-0303;jbragaleite@gmail.com;;www.riderentacar.com.br;"15.070084.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário)";Espanhol ,Italiano ,Inglês;0
COSTEIRA RENT A CAR LTDA - ME;COSTEIRA RENT A CAR;"08.228.979/0001-61";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.056.300;RN;Natal;Lagoa Nova;AV. RUI BARBOSA, 1394;(84) 3234-3284;(84) 99955-1047;gurgelneto@hotmail.com;contato@costeirarentacar.com;;"20.076849.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
LOCACITY LOCADORA DE VEÍCULOS LTDA - ME;LOCACITY;"06.041.127/0001-35";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;45.810.000;BA;Porto Seguro;Porto Seguro;ESTRADA DO AEROPORTO, S/Nº, BOX AE3 - AEROPORTO;(73) 3268-5055;(73) 99973-1479;pneusbrasilps@gmail.com;;;"05.081092.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
ASSISTEC COMÉRCIO E SERVIÇOS DE MATERIAIS MÉDICOS E HOSPITALARES LTDA - ME;ASSISTEC;"09.310.524/0001-53";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;60.110.370;CE;Fortaleza;Meireles;RUA ANTÔNIO AUGUSTO, 1468;(85) 3252-8897;(85) 3013-8897;odontopecas@hotmail.com;;;"06.082427.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
PETROPOLIS ALUGA CAR LTDA - ME;PETROPOLIS ALUGA CAR;"07.410.560/0001-63";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;95.150.000;RS;Nova Petrópolis;Nova Petrópolis;AV 15 DE NOVEMBRO, 1113;(54) 9978-1156;(54) 3281-4234;contato@petropolisalugacar.com.br;;www.petropolisalugacar.com.br;"23.079561.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
F. R. &. C. LOCAÇÕES DE AUTOMOVEIS LTDA  - ME;F. R. &. C. LOCAÇÕES DE AUTOMOVEIS LTDA  - ME;"14.891.933/0001-20";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.633.560;RN;Mossoró;Dom Jaime Câmara;RUA CELINA VIANA - 192 LETRA A;(84) 3065-8877;;thercio_carn@hotmail.com;;;"20.066321.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
J P TRANSPORTE DE PASSAGEIROS E FRETAMENTO EIRELI - EPP;LEAO & MACHADO LOCADORA;"10.488.382/0001-06";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;13.481.167;SP;Limeira;Jardim Campo Belo;R LEANDRO ISIDORO BUENO, 1000 - CASA 87;(19) 99738-7734;;leaomachadolocadora@yahoo.com.br;;;"26.080976.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
CASTRO E LESSA TRANSPORTE DE PASSAGEIROS E TURISMO LTDA-ME;VIVITOUR;"19.224.036/0001-87";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.038.360;SE;Aracaju;Aeroporto;RUA DAS DUNAS, 16 - ENS DAS ÁGUAS QD 02 LOTE 30;(79) 3243-5289;;vivitoureceptivo@gmail.com;;;"25.059345.85.0001-7";"7990-2/00-RESERVAS RELACIONADAS A VIAGENS; SERVIÇOS DE (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";Inglês;0
ÊXODO TRANSPORTES E LOGÍSTICA EIRELI - EPP;ÊXODO;"21.271.579/0001-05";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;63.870.000;CE;Boa Viagem;Boa Viagem;RUA MANOEL ARAÚJO MARINHO, 397 - APT 102 - DISTRITO ALTO DO MOTOR;(88) 99603-6940;;sr.sales85@gmail.com;;;"06.079735.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário)";Nenhuma das Opções;0
JMK LOCADORA DE VEICULOS SOCIEDADE SIMPLES-ME;JMK LOCADORA DE VEICULOS;"05.734.887/0001-65";Sociedade Simples;"16/06/2003";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;75.701.430;GO;Catalão;Setor Central;AV JOSE MARCELINO, 1039 NOSSA SENHORA DE FÁTIMA;(64) 3442-8833;(64) 3411-4400;marceloarruda00@hotmail.com;;;"09.082300.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
PETRO BRASIL TURISMO E LOCADORA DE VEICULOS LTDA - ME;PETRO BRASIL;"19.447.462/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;25.655.151;RJ;Petrópolis;Coronel Veiga;R CORONEL VEIGA, 2048, MONTE AZUL 149;(24) 2245-3175;;pacheco.legal@hotmail.com;;;"19.060901.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, MUNICIPAL (Secundário)";Nenhuma das Opções;0
MEGA LOCADORA DE VEICULOS LTDA - ME;MEGA LOCADORA DE VEICULOS;"07.247.915/0001-45";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;95.330.000;RS;Veranópolis;Veranópolis;ROD RST 470 KM 176  2499;(54) 3441-7229;;megavel@bol.com.br;;;"23.079277.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
SANTA FE VEICULOS EIRELI - EPP;SANTA FE VEICULOS EIRELI - EPP;"11.575.856/0001-01";Empresa Individual (EIRELI);"01/06/2004";Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.550.000;MT;Sinop;Sinop;AV. DAS SIBIPIRUAS, 2977, RESIDENCIAL SUL;(66) 3531-0599;(65) 3665-0005;financeiro.sinop@rbr.com.br;;;"13.070471.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
CARVALHO FORMOSO FRETAMENTO E TURISMO LTDA;CARVALHO FORMOSO FRETAMENTO E TURISMO LTDA;"17.143.400/0001-59";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;22.470.050;RJ;Rio de Janeiro;Jardim Botânico;RUA JARDIM BOTANICO 111/1002;(21) 3048-1287;(21) 8159-2698;ericacarvalho2005@hotmail.com;;;"19.056511.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
BOSQUE CAR SERVIÇOS LTDA - ME;BOSQUE CAR;"10.864.418/0001-09";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.050.090;MT;Cuiabá;Bosque da Saúde;RUA DAS PEROLAS, Nº 07, QUADRA 20;(65) 3642-7500;(65) 8114-1020;bosque.car@hotmail.com;;;"13.069424.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
AGIL LOCADORA DE VEICULOS LTDA;AGIL LOCADORA DE VEICULOS;"14.494.156/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;52.061.050;PE;Recife;Casa Forte;RUA MARECHAL RONDON, 146;(81) 3088-2741;(81) 3036-2525;agillocadora@live.com;hugo@agillocadora.com;www.agillocadora.com;"16.061678.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";Espanhol ,Inglês;0
MONICA MARQUES FERREIRA LOCADORA - ME;ESPLENDOR LOCADORA DE VEICULOS;"21.505.784/0001-80";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;9.111.340;SP;Santo André;Vila Homero Thon;RUA GIOVANNI BATTISTA PIRELI, 1463 - TORRE A CNJ 141;(11) 2379-5947;;contato@esplendorlocadora.com.br;;;"26.076794.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
R & G LOCAÇÃO DE VEICULOS E TRANSPORTE TURISTICO LTDA ME;ALVORADA TURISMO;"11.077.721/0001-16";Sociedade Empresária;"27/08/2009";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;73.005.083;DF;Sobradinho;Sobradinho;Q. 08 CJ. C LOTE 59;(61) 3591-0362;;rg.tur@hotmail.com;;;"07.032578.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-VEÍCULOS RODOVIÁRIOS DE PASSAGEIROS COM MOTORISTA, MUNICIPAL; LOCAÇÃO DE (Secundário)";Inglês;0
HASE SERVICE ASSESSORIA EXECUTIVA LTDA - EPP;HASE SERVICE;"23.104.054/0001-00";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;1.403.001;SP;São Paulo;Jardim Paulista;ALAMEDA JOAQUIM EUGENIO DE LIMA, 187 - 2ª ANDAR - EDÍFICIO YALE;(11) 5080-3300;;edwinhasegawa@yahoo.com.br;;;"26.077157.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-TURISMO; AGÊNCIA DE (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Espanhol ,Japonês ,Inglês;0
LOCAMAIS LOCADORA DE VEÍCULOS LTDA - ME;LOCALYMA LOCADORA DE VEÍCULOS;"14.734.839/0001-68";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;39.795.000;MG;São Sebastião do Maranhão;São Sebastião do Maranhão;RUA CONEGO LAFAIETE, 133 CENTRO;(31) 3217-7865;(38) 3845-1306;cadastur@cadastur.com;;;"11.078423.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
BENADUCCI LOCAÇÃO DE VEÍCULOS LTDA - ME;LOCBEN LOCACAO;"17.872.877/0001-75";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;15.825.000;SP;Paraíso;Paraíso;RUA PARA, 251;(17) 3567-1105;;locaben@r7.com;;;"26.075184.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário)";Nenhuma das Opções;0
LAZZARINI & ZANCANELLA PROJETOS LTDA - EPP;LZPROJETOS;"09.417.255/0001-29";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;36.070.000;MG;Juiz de Fora;Costa Carvalho;AV 7 DE SETEMBRO N 650;(32) 3217-4159;;zanca1985@gmail.com;;;"11.081340.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
JOSE AELSON RAMOS FONSECA ME;RAMOS RENT A CAR;"42.121.426/0001-43";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;45.651.621;BA;Ilhéus;Malhado;AV. ACM, 953 ;(73) 3634-2178;;ramosrentacar@hotmail.com;;;"05.051839.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol;0
RENATO RODRIGUES DE BRITO - ME;TRANSBRITO;"12.966.071/0001-22";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;RUA ATILIO FERNANDES MONTEIRO, 300 - JARDIM FORMOSO;(67) 3255-4051;(67) 3255-4051;alternativa_contabilidade@hotmail.com;;;"12.039896.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
INFINITY LOCAÇÃO DE AUTOMÓVEIS LTDA;INFINITY LOCADORA DE AUTOMÓVEIS;"15.123.699/0001-54";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.015.300;MT;Cuiabá;Dom Aquino;AVENIDA GENERAL MELLO, 1258;(65) 3358-6692;(65) 9963-4647;bruno@infinityrentacarmt.com.br;;;"13.076641.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
AH-G TRANSPORTES LTDA ME;AH-G TRANSPORTES;"07.131.037/0001-06";Sociedade Empresária;"08/12/2004";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;38.402.266;MG;Uberlândia;Industrial;AV. PAULO ROBERTO CUNHA SANTOS, 1229;(34) 3223-9630;;aghtransportes@hotmail.com;;;"11.026367.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
CARAVELA LOCAÇÕES DE VEÍCULOS LTDA  - ME;CARAVELA LOCAÇÕES;"12.502.403/0001-18";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;51.250.180;PE;Recife;Jordão;RUA PROFESSOR JOSÉ CONSTANTINO DA SILVA N ° 320;(81) 3342-5602;;caravelalocacoes@yahoo.com.br;;;"16.077955.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
MÁRIO DA SILVA LIMA FILHO  EIRELI -  ME;MLTT TRANSPORTES E TURISMO;"02.533.033/0001-22";Sociedade Empresária;"01/06/1998";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;57.073.530;AL;Maceió;Cidade Universitária;RUA SEN. TEOTÔNIO VILELA ''Q''  17,   N º 8  LOT. SIMOL;(82) 3372-9450;(82) 3372-9450;mltt.comercial@hotmail.com;;;"02.005774.85.0001-7";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERMUNICIPAL  (Secundário)";Nenhuma das Opções;0
MARCIA APARECIDA DA SILVA - ME;MARCIA MODAS;"07.273.338/0001-66";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.220.000;MS;Nioaque;Nioaque;AVENIDA VISCONDE DE TAUNAY, 368 - CENTRO;(67) 3236-1271;(67) 9929-9325;remlocadora.nioaque@hotmail.com;;;"12.061446.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
BRASIL LEASING LOCAÇÃO E PRESTAÇÃO DE SERVIÇOS EIRELI-ME;BRASIL LEASING;"17.153.227/0001-70";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;88.780.000;SC;Imbituba;Imbituba;RUA IRINEU BORNHAUSEN, 50, 108;(48) 3255-3098;(48) 9977-2157;locadorabr@hotmail.com;;www.locadorabr.com.br;"24.062047.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
R. BREVE DOS SANTOS TRANSPORTES - ME;BREVETUR  ;"23.798.973/0001-13";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.401.140;SP;Pindamonhangaba;Jardim Boa Vista;RUA JESUS ANTONIO DE MIRANDA, N° 170   ;(12) 3646-1303;;jucelenebarbosa68@gmail.com;;;"26.077968.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
EXPRESS SERRAT FRETAMENTO E TURISMO LTDA - ME;EXPRESS SERRAT FRETAMENTO E TURISMO LTDA - ME;"15.496.981/0001-87";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;13.324.275;SP;Salto;Salto de São José;RUA DOS CARUMBATAS, 527 - ALTOS;(11) 4028-7459;;expressserrat@gmail.com;;www.traveldreamer.com.br;"26.071967.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";Nenhuma das Opções;0
REM AUTOMOVEIS LTDA - ME;HERTZ CAR RENTAL;"10.015.566/0001-40";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;35.930.000;MG;João Monlevade;Carneirinhos;AVENIDA WILSON ALVARENGA,401 LJ:02;(31) 3852-2499;(31) 3852-2499;hertzjm@gmail.com;;;"11.057107.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
PORTE AUTOMOTORES LTDA ME;PORTE RENT A CAR;"08.333.861/0001-01";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;29.050.620;ES;Vitória;Bento Ferreira;RUA AMELIA DA CUNHA ORNELAS, 103 LJ01;(27) 3314-4171;;joelbergami@hotmail.com;;www.porterentacar.com.br;"08.078689.85.0001-4";"7711-0/00-LOCADORA DE AUTOS (Primário)";;0
BRASILIA RENT A CAR, TRANSPORTES, TURISMO E SERVIÇOS  LTDA - EPP;BRASILIA SERVICE;"97.528.391/0001-53";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.757.540;DF;Brasília;Asa Norte;ST - HABIT. COLET. CL . 311 BL. D Nº 50 SALA 214 ;(61) 3551-0142;(61) 3551-0142;brasiliarentacar@hotmail.com;transportedecadeirante@gmail.com;;"07.054015.85.0001-0";"7711-0/00-LOCADORA DE AUTOS (Secundário)";Alemão ,Espanhol ,Francês ,Inglês;0
OKINAWA LOCADORA DE VEICULOS LTDA ME;OKINAWA LOCADORA DE VEICULOS;"21.263.131/0001-31";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;8.725.670;SP;Mogi das Cruzes;Vila Caputera;RUA JOANNA FUSCO DE LIMA, 37;(11) 4796-3058;;jeanefusco@ig.com.br;;;"26.071114.85.0001-2";"7711-0/00-LOCADORA DE AUTOS (Primário)";Nenhuma das Opções;0
RN TRAVEL TRANSPORTES E LOCAÇÕES TLDA - ME;RN TRAVEL;"10.557.112/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.067.350;RN;Natal;Pitimbu;RUA DO ROUXINOL, 8067;(84) 8600-2106;;tadashikobayashi@hotmail.com;;;"20.062415.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";;0
SOUZA CAR COMERCIO E SERVIÇOS LTDA - ME;SOUZA & DREYER;"13.050.045/0001-12";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;95.840.000;RS;Triunfo;Triunfo;R BERNARDINO SENA 124;(51) 8149-0710;;sauzacartfs@gmail.con;;;"23.051387.85.0001-7";"7711-0/00-LOCADORA DE CARROS (Primário)";Nenhuma das Opções;0
